name,name_th,category,area,phone,website,address,hours,google_rating,google_reviews,lat,lng,source,VERIFIED (Y/N),CORRECT PHONE,OWNER NAME,LINE ID,WANTS TO JOIN (Y/N),NOTES
Elite Fitness,,Gym & fitness,Chalong,,,,,,,7.82979,98.34018,osm,,,,,,
Emerald Muay Thai BJJ,,dojo,Rawai,+66835483850,,,,,,7.78097,98.32514,osm,,,,,,
Emerald Muay Thaï Gym,,Gym & fitness,Rawai,+66 8 35 48 38 50,https://www.emerald-gym.com,"76/200 Moo2, Wiset Road, soi kubmakham",Mo-Sa 08:00-20:00,,,7.78087,98.32505,osm,,,,,,
Emmys Thai Food,,Restaurant,Surin,,,,,,,7.98423,98.28563,osm,,,,,,
Empire Club Phuket,,Nightlife,Patong,,,,Mo-Su 22:00-04:00,,,7.89387,98.29751,osm,,,,,,
Enjoy Thai Food,,Restaurant,Patong,,,,,,,7.89127,98.29757,osm,,,,,,
Enjoy time cafe,,Café,Old Town,+66960675785,https://www.facebook.com/profile.php?id=100093305727164&mibextid=LQQJ4d,64/14 phuket,Mo-Su 10:00-22:00,,,7.88006,98.38508,osm,,,,,,
Enjoys Beach House Karon,,Café,Karon,,http://enjoys-phuket.com/rus/facilities.html,294 294 Patak Road. Karon Beach Amphur muang Phuket,10:00-22:00,,,7.83402,98.29875,osm,,,,,,
enricohostelpatong.com,,Guesthouse,Patong,,https://enricohostelpatong.com,85 85 Rat-U-Thit Song Roi Pee Road,24/7,,,7.89954,98.30021,osm,,,,,,
Ethnic Patong,,Restaurant,Patong,,,Patong,,,,7.89721,98.29638,osm,,,,,,
European food,Steak food,Restaurant,Patong,,,,,,,7.89553,98.3043,osm,,,,,,
Eva beach,,Hotel,Rawai,,,,,,,7.7853,98.3338,osm,,,,,,
Evason Phuket,,Hotel,Rawai,,,,,,,7.78004,98.33569,osm,,,,,,
Eve massage,,Massage & spa,Rawai,,,,,,,7.77468,98.32599,osm,,,,,,
Eve pharmacy,,Pharmacy,Karon,,,,,,,7.84679,98.29852,osm,,,,,,
Everest,,Restaurant,Karon,,,,,,,7.84808,98.29664,osm,,,,,,
Evim,,Guesthouse,Rawai,,,,,,,7.80063,98.33131,osm,,,,,,
Expat,,Hotel,Patong,,,,,,,7.89322,98.29991,osm,,,,,,
Fa Prathan,Fa Prathan - Jeh Palem,Restaurant,Old Town,,,,,,,7.88263,98.38728,osm,,,,,,
Family 2 Mansion,,Hotel,Patong,,,,,,,7.89692,98.29979,osm,,,,,,
Family Beachfront Bungalow,,Hotel,Cape Panwa,,,,,,,7.81252,98.38969,osm,,,,,,
Family Guest House,,Guesthouse,Kata,,,,,,,7.8243,98.29802,osm,,,,,,
Family SEAFOOD,,Restaurant,Kata,,,165 Soi Khoktanod,,,,7.816,98.30281,osm,,,,,,
Fantastic,,Guesthouse,Karon,,,,,,,7.84944,98.29477,osm,,,,,,
Fantasy Hill Bungalow,,Hotel,Kata,+66 87 790 8874,,,,,,7.82708,98.29698,osm,,,,,,
Fara,,Restaurant,Karon,+66 88 752 7264,,,Mo-Su 10:30-00:30,,,7.84238,98.29468,osm,,,,,,
Fastfood Fully,,Street food,Airport,,,,,,,8.10559,98.30507,osm,,,,,,
"Feel diny home, resort and camping",,Guesthouse,Kathu,+668888238549,,,,,,7.90103,98.35705,osm,,,,,,
Feel Sion Cafe,Feel Sion Cafe,Café,Phuket Town,,,,,,,7.87221,98.39421,osm,,,,,,
feng shui house,,Hotel,Patong,66926574286,,141/7 kanchana2 Nanai Road patong phuket,,,,7.88597,98.30404,osm,,,,,,
Filling Station Phuket Restaurant & Dispensary,,Restaurant,Chalong,+66981522577,https://fillingstationphuket.com/,45/69 Soi Ta-ied Chalong,Mo-Su 11:00-23:00,,,7.85135,98.34885,osm,,,,,,
Find love,,Bar,Kata,,,,Mo-Su 18:00-02:00,,,7.82548,98.29803,osm,,,,,,
Findig leather products,,Souvenirs & gifts,Kata,,,,,,,7.82022,98.2998,osm,,,,,,
Fino,,Café,Chalong,,,,,,,7.83208,98.33097,osm,,,,,,
Fire Eater,,Restaurant,Kamala,,,,,,,7.95715,98.28832,osm,,,,,,
"Fire show in a Tann restaurant after sunset, view from the beach",,Attraction,Kata,,,,Jan-Apr Mo-Su 18:55-19:25,,,7.83023,98.29445,osm,,,,,,
Firefly Pool & Restaurant,,Restaurant,Bang Tao,+6676317600,,,Mo-Su 07:00-22:00,,,8.02335,98.30446,osm,,,,,,
Fitness Hero Sports Club,,Gym & fitness,Patong,0950357774,,,Mo-Su 06:00-23:00,,,7.89252,98.29497,osm,,,,,,
Fitness o9n 2nd Floor,,Gym & fitness,Kata,,,,,,,7.81996,98.30225,osm,,,,,,
Five Loaves,,Restaurant,Phuket Town,,,,,,,7.88348,98.39317,osm,,,,,,
Five Olives,,Restaurant,Bang Tao,,,,,,,7.99918,98.30668,osm,,,,,,
Five Star,,Street food,Rawai,,,,,,,7.76962,98.31564,osm,,,,,,
Flamingo Bar,,Bar,Cape Panwa,,,,,,,7.81136,98.38951,osm,,,,,,
Flamingo Bar (Bandara Hotel),,Bar,Cape Panwa,,https://www.phuketflamingo.com,,,,,7.81134,98.38951,osm,,,,,,
Float Indigo,,Gym & fitness,Chalong,+66988537432,https://www.floatindigo.com,,,,,7.85151,98.34867,osm,,,,,,
Flower Massage,,Massage & spa,Karon,+66 85 692 7455,,,Mo-Su 09:00-23:00,,,7.84323,98.29585,osm,,,,,,
Flower Night,,Bar,Karon,,,,,,,7.83366,98.29584,osm,,,,,,
Flying Hanuman,,Attraction,Kathu,,https://flyinghanuman.com,,,,,7.92471,98.32269,osm,,,,,,
Folk,,Restaurant,Cherngtalay,,,,"Mo-Fr 08:30-18:30; Sa,Su 08:30-16:00",,,7.98304,98.35282,osm,,,,,,
Follow,,Bar,Nai Harn,,,,,,,7.78165,98.31423,osm,,,,,,
food,the Three,Restaurant,Patong,076296762,,,,,,7.89756,98.30292,osm,,,,,,
Food Market,,Market,Rawai,,,,"Mo, Th 15:00-19:00",,,7.78926,98.3297,osm,,,,,,
Food Market Kata,,Restaurant,Kata,+66 80 527 2978,https://www.foodmarketkata.com,,,,,7.81438,98.29963,osm,,,,,,
Fool moon club,,Restaurant,Chalong,,,,,,,7.84084,98.36288,osm,,,,,,
Fool's Paradise Apartment,,Hotel,Kata,+66 84 644 9942,,60/16 Soi Khoktanod Phuket,,,,7.81741,98.3076,osm,,,,,,
Foot Massage,,Massage & spa,Old Town,,,,,,,7.90753,98.3736,osm,,,,,,
"Fora, seafood by Cappadocia",,Restaurant,Karon,,,,,,,7.84917,98.29504,osm,,,,,,
Forest Patong Hotel,,Hotel,Patong,,,,,,,7.90133,98.308,osm,,,,,,
Fork & Spoon Restaurant,,Restaurant,Kata,+66 76 330 979,http://facebook.com/forkspoonrestaurant,46 Katekwan Road,,,,7.82133,98.30043,osm,,,,,,
Foto Hotel,,Hotel,Phuket Town,076601398,https://fotohotelphuket.com/,,,,,7.87553,98.42929,osm,,,,,,
FOTO HOTEL PHUKET,,Hotel,Kata,+66 76 680 900,https://fotohotelphuket.com/,,,,,7.81135,98.30124,osm,,,,,,
Four Points by Sheraton,,Hotel,Patong,,,,,,,7.90458,98.29758,osm,,,,,,
Freedom,,Restaurant,Nai Yang,,,,,,,8.08327,98.29096,osm,,,,,,
Freedom Bar,,Bar,Bang Tao,,,,,,,7.99457,98.29154,osm,,,,,,
Freedom bar Rawai with Live music,,Bar,Rawai,,,,,,,7.7756,98.32651,osm,,,,,,
Fresca Kitchen & Deli,,Restaurant,Kata,,https://www.stayphuketresort.com/best-restaurant-in-phuket-fresca/,,,,,7.8107,98.33003,osm,,,,,,
Fresh food market,,Market,Kata,,,,,,,7.82531,98.30175,osm,,,,,,
Friday Night Market,,Market,Cherngtalay,,,,Fr 16:00-21:00,,,7.99315,98.30547,osm,,,,,,
Friend Pharmacy,,Pharmacy,Kata,,,,Mo-Su 09:00-23:00,,,7.82712,98.29664,osm,,,,,,
Friendly Massage,,Massage & spa,Kata,,,,,,,7.82553,98.29667,osm,,,,,,
Friends bar,,Bar,Rawai,,,,,,,7.77957,98.31822,osm,,,,,,
Fruit fusion,,Café,Kamala,,,,,,,7.94989,98.27968,osm,,,,,,
Fruit Market,,Market,Chalong,,,,,,,7.86267,98.34572,osm,,,,,,
Fruit Paradise Hotel,,Hotel,Patong,,,,,,,7.88416,98.29634,osm,,,,,,
Frutta Souvenir,,Souvenirs & gifts,Kata,,,,Mo-Su 11:00-23:00,,,7.82129,98.29931,osm,,,,,,
Fuji Japanese Restaurant,,Restaurant,Patong,,,,,,,7.89165,98.2991,osm,,,,,,
Full Moon Beach Resort Phuket,,Hotel,Kata,+66 76 330 980,fullmoonbungalowsphuket.com,,,,,7.82808,98.29903,osm,,,,,,
Fusion Suites Phuket Patong,,Hotel,Patong,+6676637770,https://www.fusion-suites.com/phuketpatong,,,,,7.9034,98.31337,osm,,,,,,
FX Fitness Gym,,Gym & fitness,Rawai,0958362483,https://www.fxfitnessphuket.com/,37-10/11 Moo 9 ถนนวิเศษ Rawai,,,,7.78065,98.32918,osm,,,,,,
FX Fitness Power Gym,,Gym & fitness,Rawai,+66958362483,https://www.fxfitnessphuket.com/,182/76 Moo 2 ถนนวิเศษ Rawai,Mo-Su 09:00-21:00,,,7.78031,98.32914,osm,,,,,,
G seafood,,Restaurant,Kata,+66 62 364 5800,,,Mo-Su 10:00-01:00,,,7.82964,98.29527,osm,,,,,,
Gaew,,Restaurant,Old Town,,,,,,,7.90212,98.37941,osm,,,,,,
Gallery,,Café,Chalong,,,,,,,7.83281,98.34671,osm,,,,,,
ganen,,Restaurant,Chalong,,,,,,,7.82018,98.34435,osm,,,,,,
Ganja Polyclinic & Spa,,Beauty & spa,Patong,,,,,,,7.89687,98.30469,osm,,,,,,
Garden Bar & JT2 Boutique,,Restaurant,Bang Tao,,,,,,,7.99286,98.29494,osm,,,,,,
Garden Cottage,,Restaurant,Nai Yang,+66-76-327293,,,,,,8.09109,98.30517,osm,,,,,,
Garden Phuket,,Hotel,Patong,,,,,,,7.88163,98.29333,osm,,,,,,
Gardens,,Bar,Phuket Town,,,,,,,7.88362,98.38923,osm,,,,,,
Gastone - Italian Restaurant,,Restaurant,Kata,,,,Mo-Su 12:00-22:00,,,7.81311,98.29867,osm,,,,,,
Geisha,,Restaurant,Karon,,,,,,,7.84808,98.29652,osm,,,,,,
Genesis Gold Villa,,Hotel,Rawai,+66 81 9561488,,Phuket,,,,7.77393,98.32123,osm,,,,,,
GG's Pizza,,Restaurant,Karon,,,,,,,7.84721,98.29356,osm,,,,,,
Giant,,Pharmacy,Karon,+66 96 151 5979,,,Mo-Su 09:00-23:00,,,7.84509,98.29408,osm,,,,,,
Giant Goods,,Souvenirs & gifts,Karon,,,,,,,7.845,98.29412,osm,,,,,,
GINIS BEACH RESORT,,Restaurant,Kamala,+66 894 754 082,https://ginisbeachresort.com/,MOO3 112/4 Soi Police Station Kamala Beach,Mo-Su 08:00-23:00,,,7.95626,98.28391,osm,,,,,,
Glam Habitat Hotel,,Hotel,Kamala,,,,,,,7.95582,98.28444,osm,,,,,,
Glitter house,,Hotel,Kata,,,,,,,7.82313,98.30018,osm,,,,,,
Global Hotel Beach View,,Guesthouse,Patong,+66 76 510 078,https://www.booking.com/hotel/th/global-beach-view.html,"241/32 200 Rat-u-Thit Road, Pa Tong Phuket",24/7,,,7.88461,98.29378,osm,,,,,,
Go go bar,,Bar,Rawai,,,,,,,7.79218,98.32002,osm,,,,,,
Gobenz Phuket,,Restaurant,Old Town,+66840607799,,,Mo-Su 17:30-00:30,,,7.88471,98.38248,osm,,,,,,
Gold Lion,,Bar,Kata,,,,,,,7.82561,98.29773,osm,,,,,,
Gold Queen House,,Hotel,Kata,+66 84 061 8244,,106 Kok Tanot Road Phuket,,,,7.81555,98.30376,osm,,,,,,
Golden Fish,,Restaurant,Bang Tao,,,,,,,7.99613,98.29181,osm,,,,,,
Golden Palms Golden Palms Residence,,Hotel,Patong,,,,,,,7.88328,98.30018,osm,,,,,,
Golden Sand Inn,,Hotel,Karon,+66 76 396 493,https://phuketgoldensand.com/,,,,,7.85056,98.29376,osm,,,,,,
Golden Touch Massage,,Massage & spa,Patong,,,,,,,7.88189,98.29369,osm,,,,,,
Goldsea beach hotel,,Hotel,Patong,,,"100/29,soi post office taweewong road phuket",,,,7.8912,98.29519,osm,,,,,,
golf house,,Hotel,Airport,,,,,,,8.10109,98.30977,osm,,,,,,
Good Day Phuket,,Hotel,Old Town,+6676390757,http://www.gooddayphuket.com,,,,,7.87064,98.368,osm,,,,,,
Good Forrest,,Café,Paklok,+66816765165,,,Mo-Su 07:00-17:00,,,7.99751,98.3914,osm,,,,,,
Good Health Massage,,Massage & spa,Cape Panwa,,,,,,,7.80993,98.4021,osm,,,,,,
Good nails,,Beauty & spa,Karon,+66 82 482 0986,,,Mo-Su 10:30-22:30,,,7.83375,98.2956,osm,,,,,,
Good to sea you cafe,,Café,Rawai,,,,08:00-19:00,,,7.77311,98.3232,osm,,,,,,
Goodday Kathu,,Hotel,Kathu,076321407,,"32,100 Vichitsongkram Rd.",Mo-Su 09:00-18:00,,,7.9127,98.33224,osm,,,,,,
GoodFellows Café,,Restaurant,Rawai,+66623638947,,89/17 Soi Yanuy Rawai,We-Mo 08:30 - 18:00,,,7.76946,98.31467,osm,,,,,,
GoZar,,Restaurant,Rawai,,,,,,,7.7879,98.32989,osm,,,,,,
GP House Phuket,,Hotel,Patong,,,13 Sawatdirak Patong,,,,7.89779,98.29915,osm,,,,,,
Grader,,Attraction,Phuket Town,,,,,,,7.86497,98.39997,osm,,,,,,
Grand,,Restaurant,Karon,+66 94 986 0792,,,Mo-Su 11:00-24:00,,,7.84489,98.29458,osm,,,,,,
Grand Kata VIP,,Hotel,Kata,,,,,,,7.82399,98.29957,osm,,,,,,
Grand Mercure Phuket Patong,,Hotel,Patong,+66 76 231 999,https://grandmercurephuketpatong.com/,1 ถนนราษฎร์อุทิศ200ปี Patong Beach,,,,7.88846,98.29665,osm,,,,,,
grand seafood,,Restaurant,Kata,,,,,,,7.82636,98.29711,osm,,,,,,
Grand Sunset Hotel,,Hotel,Karon,+66 76 510 020,https://grandsunsethotel.com,188/4 Karon Road,,,,7.84273,98.29594,osm,,,,,,
Grand Supicha City Hotel,,Hotel,Phuket Town,,,,,,,7.88842,98.39703,osm,,,,,,
Greek Kitchen,,Restaurant,Chalong,,,ซอยยอดเสน่ห์ 1,Th-Fr 13:00-22:30; Sa-Su 12:00-22:30,,,7.83045,98.32281,osm,,,,,,
Green Bar Phuket,,Restaurant,Phuket Town,0835253636,https://www.facebook.com/profile.php?id=100084745383239,,Mo-Sa 14:00-22:00,,,7.87646,98.42898,osm,,,,,,
Green Beach,,Restaurant,Kata,+66 81 719 5357,,,Mo-Su 08:00-03:00,,,7.82618,98.29699,osm,,,,,,
Green Chilli,,Restaurant,Kathu,,,9/134,,,,7.92021,98.33356,osm,,,,,,
Green Crab House Phuket,,Restaurant,Cape Panwa,+66808250701,https://www.greencrabhouse.com/,,Mo-Su 11:00-24:00,,,7.80599,98.40551,osm,,,,,,
Green Ghost 🌿👻,,Café,Panwa,+66936459898,https://green.gd/,"29, 19 Wiset Road Rawai",Mo-Su 14:00-02:00,,,7.8049,98.33673,osm,,,,,,
Green Home,,Guesthouse,Karon,,,,,,,7.83261,98.29661,osm,,,,,,
Green Leaf,Green Leaf,Restaurant,Bang Tao,,,,,,,7.99536,98.29203,osm,,,,,,
Green Mango,,Restaurant,Kamala,+66 95 2759261,,121/5 Rim Hat Road,Mo-Su 12:00-24:00,,,7.95003,98.28066,osm,,,,,,
Green mart,,Café,Karon,+66 63 596 2664,,,,,,7.84411,98.29436,osm,,,,,,
Green Pancake,,Restaurant,Kamala,,,,,,,7.9487,98.28444,osm,,,,,,
Green Terrace Phuket,,Restaurant,Kathu,0786216961,https://greenterracephuket.com,ถนนวิชิตสงคราม,,,,7.8997,98.34849,osm,,,,,,
Green Villa,,Hotel,Nai Harn,,,,,,,7.78703,98.30887,osm,,,,,,
Grifterz Lounge,,Café,Kata,+66 94 528 0730,https://grifterz.com/,"83100 4 Kata Rd, Mueang Phuket District, Phuket 83100, Thailand Phuket",08:00-20:00,,,7.82657,98.29643,osm,,,,,,
Grill 'n' Pickle جريل ن بيكل,,Restaurant,Koh Kaew,+66 80 062 5193,,"23/102 23/103 Moo 2, Ko Kaew, Mueang Phuket District, Koh Kaew Mueang, phuket",,,,7.96282,98.38522,osm,,,,,,
Grill Bill,,Restaurant,Kamala,,,,,,,7.9503,98.28446,osm,,,,,,
Grillhouse,,Restaurant,Patong,,,,,,,7.90099,98.29989,osm,,,,,,
Grillhütte,,Hotel,Patong,,,,,,,7.8948,98.29633,osm,,,,,,
Grills Nai Harn,,Restaurant,Rawai,,,,,,,7.78559,98.31794,osm,,,,,,
Grizzly's Sports Bar,,Café,Kathu,0869514962,https://www.facebook.com/Grizzlyssportsbarkathu/,7/10;7/9,,,,7.91983,98.33307,osm,,,,,,
GROM Cha,,Café,Old Town,0839198255,https://www.facebook.com/gromcha,46 ถนนเยาวราช ตลาดใหญ่,Mo-Su 10:00-22:00,,,7.88458,98.3875,osm,,,,,,
Gym,,Gym & fitness,Patong,,,,,,,7.89522,98.29732,osm,,,,,,
Gym studio,,Gym & fitness,Chalong,,,,,,,7.82272,98.33891,osm,,,,,,
Gymnasium,โรงยิม,Gym & fitness,Kathu,,,,08:30-16:30,,,7.89512,98.35403,osm,,,,,,
H&Q Bangtao Villa and Rooms,,Guesthouse,Cherngtalay,+66628627582,,173 15 Soi Bangtao 4/1 Phuket,,,,7.98524,98.29925,osm,,,,,,
Ha Ha Ha restaurant,,Restaurant,Nai Harn,,,,,,,7.77722,98.30592,osm,,,,,,
Halal food,,Restaurant,Rawai,,,,,,,7.79492,98.32618,osm,,,,,,
Halfway Inn,,Restaurant,Patong,,,,,,,7.8741,98.2885,osm,,,,,,
Halle Hallo,,Restaurant,Kata,,,,Mo-Su 11:00-22:00,,,7.8317,98.29526,osm,,,,,,
Hangout,,Café,Kata,+66 76 370 777,,,Mo-Su 07:00-19:00,,,7.81297,98.29858,osm,,,,,,
Hanuman World,,Café,Chalong,,,,,,,7.87673,98.3511,osm,,,,,,
Happy,,Bar,Rawai,,,,,,,7.78906,98.32871,osm,,,,,,
็Happy Browns,,Café,Kathu,,,2/101 Soi Kathu 2 kathu,,,,7.90697,98.35069,osm,,,,,,
Happy Cake,,Café,Old Town,,,,,,,7.87056,98.35908,osm,,,,,,
Happy corner bar,,Bar,Kata,,,,,,,7.81643,98.30878,osm,,,,,,
Happy cottage hotel,,Hotel,Chalong,,,,,,,7.8531,98.34602,osm,,,,,,
Happy Jack,,Restaurant,Rawai,,,,,,,7.78195,98.31691,osm,,,,,,
Happy Mountain Airport Resort,,Hotel,Airport,,,,,,,8.09485,98.31855,osm,,,,,,
Happy Seafood Patong,,Restaurant,Patong,,,,,,,7.89972,98.29795,osm,,,,,,
Happy Tour,,Tours & travel,Cape Panwa,,,,,,,7.80544,98.40578,osm,,,,,,
Happyman,,Café,Kata,,,,Mo-Su 08:00-21:00,,,7.81614,98.3009,osm,,,,,,
Hard Rock Cafe,,Restaurant,Patong,+66-76-366-381,https://www.hardrock.com/locations/cafes3/cafe.aspx?LocationID=521&MIBEnumID=3,,Su-Th 11:00-01:00; Fr-Sa 11:00-02:00,,,7.88708,98.29436,osm,,,,,,
Harlem,,Café,Chalong,,,,,,,7.8522,98.34803,osm,,,,,,
Harley-Davidson Phuket,,Vehicle rental,Airport,+66 21054356;+66 76681017,http://www.harley-davidsonphuket.com/,88/9 Thepkrasatri Thekrasatri,Mo-Su 09:00-18:00,,,8.09774,98.33601,osm,,,,,,
Harrys Steakhouse & Pub,,Restaurant,Patong,,,,,,,7.89203,98.29458,osm,,,,,,
Haru,,Restaurant,Paklok,,,,,,,7.98643,98.36979,osm,,,,,,
Harvest Eatery & Cafe,,Café,Nai Yang,+66 95 138 2418,,171/17 ถนนเทพกระษัตรี,Mo-Su 08:30-18:30,,,8.04354,98.33592,osm,,,,,,
Hasanah Guesthouse,,Guesthouse,Cherngtalay,+66918244823,,Soi Bangtao 4 Phuket,,,,7.9858,98.2987,osm,,,,,,
Hassana House,,Hotel,Cherngtalay,,,,,,,7.98262,98.29962,osm,,,,,,
Healthland Massage Patong,,Massage & spa,Patong,,,,,,,7.90064,98.29934,osm,,,,,,
Healthway Pharmacy,,Pharmacy,Phuket Town,(076) 685 348,,,Mo-Su 10:00-22:00,,,7.88637,98.39213,osm,,,,,,
Healthy Mania,,Restaurant,Rawai,+66 90 209 3972;+66 94 703 1794,https://www.healthymania.co/,79/60 ถนนใสยวน Phuket,08:00-22:00,,,7.79253,98.32458,osm,,,,,,
Heaven,,Restaurant,Kata,+66806502971,https://instagram.com/heavenphuket_official,6 Soi Leammumnai,Mo-Su 13:00-22:00,,,7.79947,98.29983,osm,,,,,,
Heaven apartments,,Hotel,Patong,+6676342994,,29/98 Soi Prasertsub 1 - Ratchapathanuson Road Patong Beach,,,,7.89903,98.30439,osm,,,,,,
HEH,,Restaurant,Old Town,+66 645924242,https://www.hehphuket.com/,,Wed-Mon 17:00-23:00,,,7.88937,98.38696,osm,,,,,,
Helene gusethouse,,Guesthouse,Kata,,,,,,,7.81553,98.30516,osm,,,,,,
Hello India,,Restaurant,Karon,+66 83 632 8042,https://helloindiaphuket.com,,,,,7.84287,98.29499,osm,,,,,,
Helmut's Schlusslicht,,Restaurant,Karon,0066076396842,,538/2 ถนนปฏัก,,,,7.84911,98.29432,osm,,,,,,
Hemingway's,,Restaurant,Patong,,,,,,,7.8909,98.30193,osm,,,,,,
Hemingways Silk Hotel,,Hotel,Patong,,,,,,,7.89223,98.30182,osm,,,,,,
Herbal House Phuket,,Beauty & spa,Koh Kaew,+66 84 305 8998,,101/550 Prachasamakhee Meuang,Mo-Su 09:00-18:30,,,7.9206,98.38185,osm,,,,,,
Heritage,,Souvenirs & gifts,Kamala,,,,,,,7.95759,98.28834,osm,,,,,,
Hesan Vegetarian,,Restaurant,Old Town,,,,,,,7.8836,98.38411,osm,,,,,,
Hi GYM,,Gym & fitness,Old Town,,,,,,,7.87899,98.38086,osm,,,,,,
Hi Karon,,Hotel,Karon,,,,,,,7.83349,98.29704,osm,,,,,,
Higher,Higher,Restaurant,Patong,,,70/3 bangla road roostop,,,,7.8932,98.29779,osm,,,,,,
Highway Curry,,Restaurant,Rawai,,,,,,,7.78405,98.31747,osm,,,,,,
Hill House,,Restaurant,Cape Panwa,,,,,,,7.81386,98.39207,osm,,,,,,
Hillmyna,,Café,Cherngtalay,,,,Mo-Su 08:00-22:00,,,7.98461,98.30052,osm,,,,,,
Hilton Garden Inn Phuket Bang Tao,,Hotel,Bang Tao,+66-76-609790,https://www.hilton.com/en/hotels/hktbtgi-hilton-garden-inn-phuket-bang-tao/,111 Soi Choeng Thale 16 Phuket,,,,7.9962,98.29987,osm,,,,,,
Hilton Phuket Arcadia Resort & Spa,,Hotel,Karon,,,,,,,7.8384,98.29964,osm,,,,,,
Himmapana Villas - Terraces,,Hotel,Kamala,,,69/4 Kamala Soi 8 Kamala,,,,7.94479,98.29229,osm,,,,,,
Hipaphan,,Hotel,Airport,,,,,,,8.10164,98.30352,osm,,,,,,
Hockhoelee cafe,,Café,Rawai,,https://www.hockhoelee.com,,Mo-Sa 08:00-17:30; Su 08:00-17:00,,,7.80023,98.33548,osm,,,,,,
HoHiHo,,Restaurant,Chalong,,,,Mo-Fr 08:00-17:00; Sa-Su 08:00-18:00,,,7.81733,98.33178,osm,,,,,,
Holiday House Kata & Karon Phuket Hotel,,Hotel,Kata,,,85 Thaina Road,,,,7.82633,98.29845,osm,,,,,,
Holiday Inn,,Hotel,Karon,+66 76 358 666,,,,,,7.85385,98.29271,osm,,,,,,
Holiday Inn Express Phuket Patong Beach Central,,Hotel,Patong,+66 76 360 000,https://www.ihg.com/,8 Had Patong Road Phuket,,,,7.89988,98.29755,osm,,,,,,
Holiday Inn Resort,,Hotel,Patong,,,,,,,7.88814,98.29389,osm,,,,,,
Hollywood Inn Love,,Hotel,Patong,,,,,,,7.88526,98.29723,osm,,,,,,
Hollywood Phuket Club,,Nightlife,Patong,,,7 Soi Bangl Phuket,Mo-Su 20:00-04:00,,,7.89411,98.29613,osm,,,,,,
Home 67 cafe,,Café,Rawai,,,,,,,7.79732,98.32327,osm,,,,,,
Home T Cafe,,Café,Karon,,,,,,,7.84697,98.29844,osm,,,,,,
Homemade desserts,,Café,Karon,,,,,,,7.84428,98.3012,osm,,,,,,
Honda,,Vehicle rental,Old Town,,,,,,,7.90662,98.37766,osm,,,,,,
Honda Big Wing Phuket,,Vehicle rental,Old Town,,https://www.aphonda.co.th/hondabigbike/,,,,,7.89731,98.38915,osm,,,,,,
Honda Service,,Vehicle rental,Old Town,,,,,,,7.89678,98.38961,osm,,,,,,
Honey Bikes,,Vehicle rental,Rawai,,,,,,,7.76882,98.31471,osm,,,,,,
Honey pot bar,,Bar,Rawai,,,,,,,7.77554,98.31869,osm,,,,,,
Honey Resort,,Hotel,Kata,+66 76 330 938,,,,,,7.82457,98.29885,osm,,,,,,
HoneyMoon Thai,,Restaurant,Patong,+66 76 345 783,https://honeymoon-by-kenya.com/food-menu/,,11:00-23:00,,,7.89468,98.29938,osm,,,,,,
Hong Khao Tom Pla,,Restaurant,Phuket Town,+6686277807,,ถนนกระ,Mo-Sa 17:30-21:00,,,7.87667,98.39322,osm,,,,,,
Hong Kong Waffle,,Café,Old Town,,,,,,,7.90678,98.37328,osm,,,,,,
Hooters,,Restaurant,Patong,+66 76 349939,https://www.hootersasia.com/location/hooters-phuket/,,,,,7.88734,98.29451,osm,,,,,,
Horange Phuket Town,,Hotel,Phuket Town,,,,,,,7.88222,98.39156,osm,,,,,,
Horizon,,Hotel,Patong,,https://www.agoda.com/asia/thailand/phuket/horizon_patong_beach_resort_spa.html?site_id=1410186,,,,,7.88887,98.29335,osm,,,,,,
Horizon Karon Beach Resort & Spa,,Hotel,Kata,66 76 284 555,https://www.horizonbeach.com/,,,,,7.82991,98.29737,osm,,,,,,
Hosay Bowl Phuket Town,,Restaurant,Old Town,+660659166241,https://www.hosaybowl.com/,99 Chao Fah Tawan Tok phuket,Mo-Su 08:00-20:00,,,7.88371,98.36416,osm,,,,,,
Hot Pan,,Restaurant,Patong,,,,,,,7.88913,98.3037,osm,,,,,,
Hot Vacations,,Tours & travel,Karon,+66 91 034 5849,,,"Mo-Su 10:00-12:00,16:00-22:00",,,7.84808,98.2935,osm,,,,,,
Hot yoga,,Gym & fitness,Chalong,,,,,,,7.85143,98.34847,osm,,,,,,
Hotel Andakira,,Hotel,Patong,,,,,,,7.89411,98.30276,osm,,,,,,
Hotel COCO Phuket Bangtao Beach,,Hotel,Bang Tao,,,,,,,7.99144,98.29823,osm,,,,,,
Hotel Colosseum Patong,,Hotel,Patong,,,,,,,7.88164,98.29952,osm,,,,,,
Hotel Cruiser Island by Swiss Belhotel,,Hotel,Panwa,,,,,,,7.79462,98.37144,osm,,,,,,
Hotel De Karon,,Hotel,Karon,,,,,,,7.84971,98.29543,osm,,,,,,
Hotel Novotel Phuket Resort,,Hotel,Patong,,,,,,,7.9076,98.29763,osm,,,,,,
Hotel Novotel Phuket Vintage Park Resort,,Hotel,Patong,+66 76 380 555,https://novotelphuketvintagepark.com/,,,,,7.89914,98.30027,osm,,,,,,
Hotel Riu Palace Phuket,,Hotel,Mai Khao,,https://www.riu.com/en/hotels,77/7 Moo 5 Mai Khao Subdistrict,,,,8.17714,98.29185,osm,,,,,,
Hôtel Smaïn,Hôtel Smaïn,Hotel,Patong,,,,,,,7.88138,98.29956,osm,,,,,,
